airline_id,name,alias,code,callsign,country,active
5248,Universal Jet Aviation,\N,UJT,UNI-JET,United States,False
5249,UK International Airlines,\N,UKI,KHALIQ,United Kingdom,False
5250,Ukraine Air Alliance,\N,UKL,UKRAINE ALLIANCE,Ukraine,False
5251,UM Airlines,\N,UKM,UKRAINE MEDITERRANEE,Ukraine,True
5252,Ukraine Air Enterprise,\N,UKN,ENTERPRISE UKRAINE,Ukraine,False
5253,United Kingdom Home Office,\N,UKP,POLICE,United Kingdom,False
5254,Ukrainian Cargo Airways,\N,UKS,CARGOTRANS,Ukraine,False
5255,Ultrair,\N,ULT,ULTRAIR,United States,False
5256,Unitemp-M,\N,UMS,TOPAZ,Russia,False
5257,Uni-Fly,\N,UNC,UNICOPTER,Denmark,False
5258,Union Flights,\N,UNF,UNION FLIGHTS,United States,False
5259,Universal Jet,\N,UNJ,PROJET,Spain,False
5260,Unsped Paket Servisi,\N,UNS,UNSPED,Turkey,False
5261,Unifly Servizi Aerei,\N,UNU,UNIEURO,Italy,False
5262,Ukrainian Pilot School,\N,UPL,PILOT SCHOOL,Ukraine,False
5263,United Parcel Service,\N,UPS,UPS,United States,False
5264,Uraiavia,\N,URV,URAI,Russia,False
5265,US Airways,\N,USA,U S AIR,United States,True
5266,US Check Airlines,\N,USC,STAR CHECK,United States,False
5267,USAfrica Airways,\N,USF,AFRICA EXPRESS,United States,False
5268,US Helicopter,\N,USH,US-HELI,United States,True
5269,US Jet,\N,USJ,USJET,United States,False
5270,US Express,\N,USX,AIR EXPRESS,United States,False
5271,UTair Aviation,\N,UTA,UTAIR,Russia,True
5272,UTAGE,\N,UTG,UTAGE,Equatorial Guinea,False
5273,Utair South Africa,\N,UTR,AIRUT,South Africa,False
5274,Ukrainian State Air Traffic Service Enterprise,\N,UTS,AIRRUH,Ukraine,False
5275,Urartu-Air,\N,UTU,,Armenia,False
5276,Universal Airways,\N,UVA,UNIVERSAL,United States,False
5277,Universal Airlines,\N,UVG,GUYANA JET,Guyana,False
5278,Uvavemex,\N,UVM,UVAVEMEX,Mexico,False
5279,United States Air Force,\N,AIO,AIR CHIEF,United States,True
5280,United Aviation,\N,UVN,UNITED AVIATION,Kuwait,False
5281,Uzbekistan Airways,\N,UZB,UZBEK,Uzbekistan,True
5282,Ukraine International Airlines,\N,AUI,UKRAINE INTERNATIONAL,Ukraine,True
5283,Universal Airlines,\N,WEC,AIRGO,United States,False
5284,US Helicopter Corporation,\N,,,United States,True
5288,V Australia Airlines,\N,VAU,KANGA,Australia,False
5289,V Bird Airlines Netherlands,\N,VBA,VEEBEE,Netherlands,False
5290,V-avia Airline,\N,WIW,VEE-AVIA,Ukraine,False
5291,V-Berd-Avia,\N,VBD,VEEBIRD-AVIA,Armenia,False
5292,Vacationair,\N,VAC,VACATIONAIR,Canada,False
5293,Valair AG (Helicoptere),\N,RDW,ROADWATCH,Switzerland,False
5294,Valan International Cargo Charter,\N,VLA,NALAU,South Africa,False
5295,Valan Limited,\N,VLN,VALAN,Moldova,False
5296,Valfell-Verkflug,\N,EHR,ROTOR,Iceland,False
5297,Valuair,\N,VLU,VALUAIR,Singapore,True
5298,Van Air Europe,\N,VAA,EUROVAN,Czech Republic,False
5299,Vanguardia en Aviacion en Colima,\N,VGC,VANGUARDIA COLIMA,Mexico,False
5300,Vanguard Airlines,\N,VGD,VANGUARD AIR,United States,False
5301,Vasco Air,\N,VFC,VASCO AIR,Vietnam,True
5302,Vega,\N,VAG,SEGA,Kazakhstan,False
5303,Vega Air Company,\N,WGA,WEGA FRANKO,Ukraine,False
5304,Veles,\N,WEL, Ukrainian Aviation Company,VELES,False
5305,Verataxis,\N,VTX,VERATAXIS,Mexico,False
5306,Veritair Ltd,\N,BTP,NET RAIL,United Kingdom,False
5307,Voyageur Airways,\N,VAL,VOYAGEUR,Canada,False
5308,Vernicos Aviation,\N,GRV,NIGHT RIDER,Greece,False
5309,Vietnam Airlines,\N,HVN,VIET NAM AIRLINES,Vietnam,True
5310,Vozdushnaya Academy,\N,KWA,VOZAIR,Kazakhstan,False
5311,VIM Airlines,\N,MOV,MOV AIR,Russia,True
5312,VIM-Aviaservice,\N,MVY,,Russia,False
5313,VIA Rail Canada,\N,,,Canada,False
5314,Victoria Aviation,\N,ENV,ENDEAVOUR,United Kingdom,False
5315,Viscount Air Service,\N,VCT,VISCOUNT AIR,United States,False
5317,Vision Airlines,\N,SSI,SUPER JET,Nigeria,False
5318,VIP Air Charter,\N,FXF,FOX FLIGHT,United States,False
5319,VIP Avia,\N,PAV,NICOL,Kazakhstan,False
5320,VIP Avia,\N,PRX,PAREX,Latvia,False
5321,Visionair,\N,VAT,VISIONAIR,Ireland,False
5322,Viasa,\N,,,Venezuela,False
5323,VICA - Viacao Charter Aereos,\N,VCA,VICA,Brazil,False
5324,Volare Air Charter Company,\N,VCM,CARMEN,United States,False
5325,Volaris,\N,VOI,VOLARIS,Mexico,True
5326,Volga-Dnepr Airlines,\N,VDA,VOLGA-DNEPR,Russia,True
5327,Vega Airlines,\N,VEA,VEGA AIRLINES,Bulgaria,False
5328,Venescar Internacional,\N,VEC,VECAR,Venezuela,False
5329,Victor Echo,\N,VEE,VICTOR ECHO,Spain,False
5330,Virgin Express Ireland,\N,VEI,GREEN ISLE,Ireland,False
5331,Virgin America,\N,VRD,REDWOOD,United States,True
5332,Vieques Air Link,\N,VES,VIEQUES,United States,False
5333,Virgin Express,\N,VEX,VIRGIN EXPRESS,Belgium,True
5334,VZ Flights,\N,VFT,ZETA FLIGHTS,Mexico,False
5335,Virgin Nigeria Airways,\N,VGN,VIRGIN NIGERIA,Nigeria,True
5336,Vologda State Air Enterprise,\N,VGV,VOLOGDA AIR,Russia,False
5337,VH-Air Industrie,\N,VHA,AIR V-H,Angola,False
5338,VHM Schul-und-Charterflug,\N,VHM,EARLY BIRD,Germany,False
5339,Vibroair Flugservice,\N,VIB,VITUS,Germany,False
5340,VIP Servicios Aereos Ejecutivos,\N,VIC,VIP-EJECUTIVO,Mexico,False
5341,VIP Empresarial,\N,VIE,VIP EMPRESARIAL,Mexico,False
5342,VIF Luftahrt,\N,VIF,VIENNA FLIGHT,Austria,False
5343,Vega Aviation,\N,VIG,VEGA AVIATION,Sudan,False
5344,Vichi,\N,VIH,VICHI,Moldova,False
5345,Viking Airlines,\N,VIK,SWEDJET,Sweden,False
5346,Vinair - Helicoptereos,\N,VIN,VINAIR,Portugal,False
5347,Virgin Atlantic Airways,\N,VIR,VIRGIN,United Kingdom,True
5348,Viajes Ejecutivos Mexicanos,\N,VJM,VIAJES MEXICANOS,Mexico,False
5349,Vistajet,\N,VJT,VISTA,Canada,False
5350,Viva Macau,\N,VVM,JACKPOT,Macao,True
5351,Volare Airlines,\N,VLE,VOLA,Italy,True
5352,Vueling Airlines,\N,VLG,VUELING,Spain,True
5353,Vladivostok Air,\N,VLK,VLADAIR,Russia,True
5354,Varig Log,\N,VLO,VELOG,Brazil,True
5355,Vertical-T Air Company,\N,VLT,VERTICAL,Russia,False
5356,Vero Monmouth Airlines,\N,VMA,VERO MONMOUTH,United States,False
5357,Vipport Joint Stock Company,\N,VNK,,Russia,False
5358,Viaggio Air,\N,VOA,VIAGGIO,Bulgaria,False
5359,Voyager Airlines,\N,VOG,VOYAGER AIR,Bangladesh,False
5360,Virgin Australia,\N,VOZ,VIRGIN,Australia,True
5361,Virgin Blue,\N,VBI,BLUEY,Australia,False
5362,VIP Air,\N,VPA,VIP TAXI,Slovakia,False
5363,Veteran Air,\N,VPB,VETERAN,Ukraine,False
5364,VIP-Avia,\N,VPV,VIP AVIA,Georgia,False
5365,Vertair,\N,VRA,VERITAIR,United Kingdom,False
5366,Volare Airlines,\N,VRE,UKRAINE VOLARE,Ukraine,False
5367,Voar Lda,\N,VRL,VOAR LINHAS,Angola,False
5368,VRG Linhas Aereas,Varig,VRN,VARIG,Brazil,True
5369,Vickers Limited,\N,VSB,VICKERS,United Kingdom,False
5370,Visig Operaciones Aereas,\N,VSG,VISIG,Spain,False
5371,Vision Airways Corporation,\N,VSN,VISION,Canada,False
5372,Voronezh Aircraft Manufacturing Society,\N,VSO,VASO,Russia,False
5373,VASP,\N,VSP,VASP,Brazil,True
5374,Virign Islands Seaplane Shuttle,\N,VSS,WATERBIRD,United States,False
5375,Vuelos Especializados Tollocan,\N,VTC,VUELOS TOLLOCAN,Mexico,False
5376,Vuelos Corporativos de Tehuacan,\N,VTH,VUELOS TEHUACAN,Mexico,False
5377,Vostok Airlines,\N,VTK,VOSTOK,Russia,False
5378,Victor Tagle Larrain,\N,VTL,VITALA,Chile,False
5379,Vointeh,\N,VTV,VOINTEH,Bulgaria,False
5380,Vuelos Internos Privados VIP,\N,VUR,VIPEC,Ecuador,False
5381,Vuela Bus,\N,VUS,VUELA BUS,Mexico,False
5382,Vzlyet,\N,VZL,VZLYET,Russia,False
5383,VLM Airlines,\N,VLM,RUBENS,Belgium,True
5384,Viking Express,\N,WCY,TITAN AIR,United States,False
5385,Victoria International Airways,\N,WEV,VICTORIA UGANDA,Uganda,False
5386,Volga Aviaexpress,\N,WLG,GOUMRAK,Russia,False
5387,WDL Aviation,\N,WDL,WDL,Germany,False
5388,WRA Inc,\N,WRR,WRAP AIR,United States,False
5389,WSI Corporation,\N,XWS,,United States,False
5390,Walmart Aviation,\N,CGG,CHARGE,United States,False
5391,Walsten Air Services,\N,WAS,WALSTEN,Canada,False
5392,Walter I Linkoping,\N,GOT,GOTHIC,Sweden,False
5393,Wapiti Aviation,\N,WPT,WAPITI,Canada,False
5394,Warbelow's Air Ventures,\N,WAV,WARBELOW,United States,False
5395,Warwickshire Aerocentre Ltd.,\N,ATX,AIRTAX,United Kingdom,False
5396,Wasaya Airways,\N,WSG,WASAYA,Canada,False
5397,Wayraper,\N,,WAYRAPER,Peru,True
5398,Weasua Air Transport Company,\N,WTC,WATCO,Liberia,False
5399,WebJet Linhas A,\N,WEB,WEB-BRASIL,Brazil,True
5400,Welch Aviation,\N,TDB,THUNDER BAY,United States,False
5401,Welcome Air,\N,WLC,WELCOMEAIR,Austria,True
5402,Wermlandsflyg AB,\N,BLW,BLUESTAR,Sweden,False
5403,West Africa Airlines,\N,WCB,KILO YANKEE,Ghana,False
5404,West African Air Transport,\N,WTF,WESTAF AIRTRANS,Senegal,False
5405,West African Airlines,\N,WSF,,Benin,False
5406,West African Cargo Airlines,\N,WAC,WESTAF CARGO,Mauritania,False
5407,West Air Luxembourg,\N,WLX,WEST LUX,Luxembourg,False
5408,West Air Sweden,\N,SWN,AIR SWEDEN,Sweden,False
5409,West Caribbean Airways,\N,WCW,,Colombia,False
5410,West Caribbean Costa Rica,\N,WCR,WEST CARIBBEAN,Costa Rica,False
5411,West Coast Air,\N,,,Canada,True
5412,West Coast Airlines,\N,WCG,WHISKY INDIA,Ghana,False
5413,West Coast Airways,\N,WCA,WEST-LEONE,Sierra Leone,False
5414,West Freugh DTEO,\N,TEE,TEEBIRD,United Kingdom,False
5415,West Wind Aviation,\N,WEW,WESTWIND,Canada,False
5416,WestJet,\N,WJA,WESTJET,Canada,True
5417,Westair Aviation,\N,WAA,WESTAIR WINGS,Namibia,False
5418,Westair Cargo Airlines,\N,WSC,WESTCAR,Cote d'Ivoire,False
5419,Westair Industries,\N,PCM,PAC VALLEY,United States,False
5420,Westcoast Energy,\N,BLK,BLUE FLAME,Canada,False
5421,Western Air,\N,WST,WESTERN BAHAMAS,Bahamas,False
5422,Western Air Couriers,\N,NPC,NORPAC,United States,False
5423,Western Air Express,\N,WAE,WESTERN EXPRESS,United States,False
5424,Western Airlines,\N,WAL,WESTERN,United States,True
5425,Western Arctic Air,\N,WAL,WESTERN ARCTIC,Canada,False
5426,Western Aviators,\N,WTV,WESTAVIA,United States,False
5427,Western Express Air Lines,\N,WES,WEST EX,Canada,False
5428,Western Pacific Airlines,\N,KMR,KOMSTAR,United States,False
5429,Western Pacific Airservice,\N,WPA,WESTPAC,Solomon Islands,False
5430,Westflight Aviation,\N,WSL,WEST LINE,United Kingdom,False
5431,Westgates Airlines,\N,WSA,WESTATES,United States,False
5432,Westland Helicopters,\N,WHE,WESTLAND,United Kingdom,False
5433,Westpoint Air,\N,WTP,WESTPOINT,Canada,False
5434,Westward Airways,\N,WWD,WESTWARD,United States,False
5435,White,\N,WHT,YOUNG SKY,Portugal,False
5436,White Eagle Aviation,\N,WEA,WHITE EAGLE,Poland,False
5437,White River Air Services,\N,WRA,,Canada,False
5438,Whyalla Airlines,\N,WWL,,Australia,False
5439,Widerøe,\N,WIF,WIDEROE,Norway,True
5440,Wiggins Airways,\N,WIG,WIGGINS AIRWAYS,United States,False
5441,Wiking Helikopter Service,\N,WHS,WEEKING,Germany,False
5442,Wilbur's Flight Operations,\N,WFO,WILBURS,United States,False
5443,Williams Air,\N,WLS,WILLIAMS AIR,United States,False
5444,Williams Grand Prix Engineering,\N,WGP,GRAND PRIX,United Kingdom,False
5445,Wimbi Dira Airways,\N,WDA,WIMBI DIRA,Democratic Republic of Congo,False
5446,Winair,\N,WNA,WINAIR,United States,False
5447,Wind Jet,\N,JET,GHIBLI,Italy,True
5448,Wind Spirit Air,\N,WSI,WIND SPIRIT,United States,False
5449,Windrose Air,\N,QGA,QUADRIGA,Germany,False
5450,Windward Islands Airways International,\N,WIA,WINDWARD,Netherland,False
5451,Wings Air,\N,WON,WINGS ABADI,Indonesia,True
5452,Wings Air Transport,\N,WAT,,Sudan,False
5453,Wings Airways,\N,WAW,WING SHUTTLE,United States,False
5454,Wings Aviation,\N,WOL,WINGJET,Guyana,False
5455,Wings Express,\N,WEX,WINGS EXPRESS,United States,False
5456,Wings of Alaska,\N,WAK,WINGS ALASKA,United States,False
5457,Wings of Lebanon Aviation,\N,WLB,WING LEBANON,Lebanon,False
5458,Winlink,\N,WIN,WINLINK,Saint Lucia,False
5459,Wisconsin Air National Guard,\N,WAG,,United States,False
5460,Wisman Aviation,\N,WSM,WISMAN,United States,False
5461,Wizz Air,\N,WZZ,WIZZ AIR,Hungary,True
5462,Wizz Air Hungary,\N,WVL,WIZZBUL,Bulgaria,True
5463,Wondair on Demand Aviation,\N,WNR,WONDAIR,Spain,False
5464,Woodgate Executive Air Charter,\N,CWY,CAUSEWAY,United Kingdom,False
5465,World Airways,\N,WOA,WORLD,United States,True
5466,World Weatherwatch,\N,XWW,,Canada,False
5467,World Wing Aviation,\N,WWM,MANAS WING,Kyrgyzstan,False
5468,Worldspan,\N,,,United States,False
5469,Worldwide Air Charter Systems,\N,CSW,CHARTER SYSTEMS,Canada,False
5470,Worldwide Aviation Services,\N,WWS,,Pakistan,False
5471,Worldwide Jet Charter,\N,WWI,WORLDWIDE,United States,False
5472,Wright Air Lines,\N,WRT,WRIGHT-AIR,United States,False
5473,Wright Air Service,\N,WRF,WRIGHT FLYER,United States,False
5474,Wuhan Airlines,\N,CWU,WUHAN AIR,China,False
5475,Wycombe Air Centre,\N,WYC,WYCOMBE,United Kingdom,False
5476,Wyoming Airlines,\N,WYG,WYOMING,United States,False
5479,XL Airways France,\N,SEU,STARWAY,France,True
5480,XP Internation,\N,XPS,XP PARCEL,Netherlands,False
5481,Xabre Aerolineas,\N,XAB,AERO XABRE,Mexico,False
5482,Xclusive Jet Charter Limited,\N,XJC,EXCLUSIVE JET,United Kingdom,False
5483,Xerox Corporation,\N,XER,XEROX,United States,False
5484,Xiamen Airlines,\N,CXA,XIAMEN AIR,China,True
5485,Xinjiang Airlines,\N,CXJ,XINJIANG,China,False
5486,Xjet Limited,\N,XJT,XRAY,United Kingdom,False
5487,Xtra Airways,\N,CXP,RUBY MOUNTAIN,United States,False
5490,Yak-Service,\N,AKY,YAK-SERVICE,Russia,False
5491,Yakolev,\N,YAK,YAK AVIA,Russia,False
5492,Yamal Airlines,\N,LLM,YAMAL,Russia,True
5493,Yana Airlines,\N,CYG,VICAIR,Cambodia,False
5494,Yangtze River Express,\N,YZR,YANGTZE RIVER,China,False
5495,Yellow Wings Air Services,\N,ELW,YELLOW WINGS,Kenya,False
5496,Yemenia,\N,IYE,YEMENI,Yemen,True
5497,Yerevan-Avia,\N,ERV,YEREVAN-AVIA,Armenia,False
5498,Young Flying Service,\N,YFS,YOUNG AIR,United States,False
5499,Yuhi Air Lines,\N,AYU,,Japan,False
5500,Yuzhnaya Aircompany,\N,UGN,PLUTON,Kazakhstan,False
5501,Yuzhmashavia,\N,UMK,YUZMASH,Ukraine,True
5504,Z-Avia,\N,RZV,ZEDAVIA,Armenia,False
5505,Zagros Airlines,\N,IZG,ZAGROS,Iran,False
5506,Zaire Aero Service,\N,ZAI,ZASAIR,Democratic Republic of Congo,False
5507,Zairean Airlines,\N,ZAR,ZAIREAN,Democratic Republic of Congo,False
5508,Zambian Airways,\N,MBN,ZAMBIANA,Zambia,False
5509,Zambezi Airlines,\N,ZMA,ZAMBEZI WINGS,Zambia,False
5510,Zanair,\N,TAN,ZANAIR,Tanzania,True
5511,Zantop International Airlines,\N,ZAN,ZANTOP,United States,False
5512,ZAS Airlines of Egypt,\N,ZAS,ZAS AIRLINES,Egypt,False
5513,Zenith Air,\N,AZR,ZENAIR,South Africa,False
5514,Zenmour Airlines,\N,EMR,ZENMOUR,Mauritania,False
5515,Zephyr Express,\N,RZR,RECOVERY,United States,False
5516,Zhejiang Airlines,\N,CJG,ZHEJIANG,China,False
5517,Zhetysu,\N,JTU,ZHETYSU,Kazakhstan,False
5518,Zhez Air,\N,KZH,,Kazakhstan,False
5519,Zhongfei General Aviation,\N,CFZ,ZHONGFEI,China,False
5520,Zhongyuan Aviation,\N,CYN,ZHONGYUAN,China,False
5521,Zip,\N,WZP,ZIPPER,Canada,False
5522,Zimex Aviation,\N,IMX,ZIMEX,Switzerland,False
5523,Zoom Airlines,\N,OOM,ZOOM,Canada,True
5524,Zoom Airways,\N,ZAW,ZED AIR,Bangladesh,False
5525,Zorex,\N,ORZ,ZOREX,Spain,False
5526,Zracno Pristaniste Mali Losinj,\N,MLU,MALI LOSINJ,Croatia,False
5533,Tyrolean Airways,\N,TYR,TYROLEAN,\N,True
5556,buzz,\N,BUZ,\N,\N,False
5559,Maldivian Air Taxi,\N,\N,\N,Maldives,True
5584,Sky Express,SkyExpress,SXR,SKYSTORM,Russia,True
5640,Yellow Air Taxi,,\N,,United States,False
5651,Royal Air Cambodge,,RAC,,Cambodia,True
5813,Air Mandalay,,\N,Six Tango,Burma,True
5833,TEA Switzerland,,4SW,,Switzerland,False
5905,TAN-SAHSA,,\N,Sierra Hotel,Honduras,False
5982,Air Busan,\N,ABL,Air Busan,Republic of Korea,True
6002,TUI Airlines Belgium,now Jetairlfy,TUB,BEAUTY,Belgium,False
6182,Arctic Air,,AKR,Arctic Norway,Norway,False
6183,Braathens,Braathens SAFE,BRA,Braathens,Norway,False
6196,Globus,,GLP,,Russia,True
6222,Air Kazakhstan,,KZK,Kazakh,Kazakhstan,True
6557,Japan Air System,,JAS,Air System,Japan,True
6578,Annsett New Zealand (NZA),,\N,,New Zealand,False
6855,EasyJet (DS),,\N,,Switzerland,True
6856,Rheintalflug,,RTL,Rheintal,Austria,False
6860,Dan-Air London,,DAN,,United Kingdom,False
6862,Fred. Olsen,,FOF,,Norway,False
8359,Star Peru (2I),,\N,,Peru,True
8434,Robin Hood Aviation,,RHA,Sherwood,Austria,False
8461,Carnival Air Lines,,\N,Carnival Air,United States,True
8463,United Airways,,UBD,UNITED BANGLADESH,Bangladesh,True
8523,Inter European Airways,,IEA,,United Kingdom,False
8568,Trans Maldivian Airways,,TMW,,Maldives,False
8576,Fly540,,FFV,SWIFT TANGO,Kenya,True
8745,Transavia France,,TVF,FRENCH SUN,France,True
8809,Island Air (WP),,MKU,,United States,True
9018,1-2-go,fly 1-2-go,\N,,Thailand,False
9082,Uni Air,,UIA,Glory,Taiwan,True
9135,Gomelavia,,\N,,Belarus,True
9225,NordWind Airlines,NordWind Airlines,NWS,NORDLAND,Russia,False
9239,Red Wings,Avialinii 400,RWZ,AIR RED,Russia,True
9286,Hellenic Star Airways,,HST,Hellenic Star,Greece,False
9287,BAE Systems Flight Training,,BAZ,,Australia,False
9335,TUIfly (X3),,\N,,Germany,True
9343,Felix Airways,,FXX,,Yemen,True
9344,Kostromskie avialinii,,KOQ,,Russia,True
9373,Greenfly,,GFY,,Spain,True
9531,Tajik Air,,\N,,Tajikistan,True
9541,Air Mozambique,,\N,,Mozambique,True
9577,ELK Airways,,ELK,,Estonia,True
9620,Gabon Airlines,\N,GBK,GABON AIRLINES,Gabon,True
9626,MCA Airlines,,MCA,CALSON,Sweden,True
9656,Maldivo Airlines,,MAV,Maldivo,Maldives,True
9666,Virgin Pacific,,VNP,,Fiji,True
9764,Zest Air,,\N,,Philippines,True
9784,Yangon Airways,,\N,Hotel Kilo,Burma,True
9793,Transport Aérien Transrégional,TAT,\N,,France,False
9798,LÍO Flugmennt,,LIO,,Iceland,False
9808,Minerva Airlines,,\N,,Italy,False
9809,Eastar Jet,,ESR,Eastar,South Korea,True
9810,Jin Air,,JNA,Jin Air,South Korea,True
9811,Wataniya Airways,,KW1,,Kuwait,True
9814,Aéris (Priv),,\N,,France,False
9818,Air Arabia Maroc,,\N,Air Arabia,Morocco,True
9825,Baltic Air lines,,BA1,Baltic,Latvia,True
9828,Ciel Canadien,,YCC,Ciel,Canada,True
9829,Canadian National Airways,,YCP,CaNational,Canada,True
9833,Epic Holiday,Epic Holidays,4AA,Epic,United States,True
9838,Indochina Airlines,,AXC,Airspup,Vietnam,True
9840,JetWind,,JWW,Jetwind,United States,False
9851,Air Comet Chile,,\N,,Chile,True
9853,Nazca,,\N,,Peru,False
9859,German Air Force - FLB,,FLB,FLB,Germany,True
10069,City-Air Germany,,CIP,,Germany,False
10094,Voronezhskie Airlanes,,\N,,Russia,False
10114,Line Blue,,LBL,Bluebird,Germany,True
10117,FlyLAL Charters,,LLC,,Lithuania,True
10118,Blue Sky America,,BKY,,United States,False
10119,Texas Spirit,,TXP,,United States,False
10121,Illinois Airways,,ILW,,United States,False
10122,Salzburg arrows,SZA,\N,SZA,Austria,True
10123,Texas Wings,,TXW,TXW,United States,True
10124,California Western,,CWS,,United States,False
10128,Dennis Sky,Dennis Sky Holding,DSY,DSY,Israel,True
10224,Zz,,\N,,Belgium,True
10226,Atifly,,A1F,atifly,United States,True
10318,Air UK,,\N,,United Kingdom,False
10334,Suckling Airways,,\N,,United Kingdom,False
10367,Reno Sky,,\N,,United States,False
10371,Aerolineas heredas santa maria,,SZB,,Dominican Republic,True
10372,Ciao Air,,\N,,Italy,True
10642,Jc royal.britannica,,JRB,,United Kingdom,True
10646,Birmingham European,,\N,,United Kingdom,False
10650,Pal airlines,,\N,,Chile,True
10673,CanXpress,,CA1,CAX,Canada,True
10674,Danube Wings (V5),,\N,,Slovakia,True
10675,Sharp Airlines,,SHA,SHARP,Australia,True
10683,CanXplorer,,CAP,,Canada,True
10715,Click (Mexicana),,\N,,Mexico,True
10735,World Experience Airline,WEA,WE1,WEA,Canada,True
10737,ALAK,,\N,,Russia,True
10738,AJT Air International,,\N,,Russia,False
10739,Air Choice One,,\N,,United States,True
10740,Tianjin Airlines,,GCR,,China,True
10741,China United,,\N,,China,True
10748,Locair,,LOC,LOCAIR,United States,True
10758,Safi Airlines,,\N,,Afghanistan,True
10765,SeaPort Airlines,,SQH,SASQUATCH,United States,True
10776,Salmon Air,,\N,,United States,True
10796,Fly Illi,,ILY,,United States,False
10798,Bobb Air Freight,,\N,,Germany,True
10800,Star1 Airlines,,HCW,,Lithuania,True
10845,Pelita,,\N,,Indonesia,True
10902,Alpi Eagles (E8),,\N,,Italy,False
10912,Alaska Seaplane Service,,\N,,United States,True
10929,TAN,,\N,,Argentina,False
10945,Enerjet,,ENJ,ENERJET AIR,Canada,True
10955,MexicanaLink,,MXI,LINK,Mexico,True
10960,Island Spirit,,ISX,,Iceland,True
10969,TACA Peru,,\N,TACA PERU,Peru,True
11700,Orbest,,OBS,ORBEST,Portugal,True
11719,Southern Air Charter,,SOA,,Bahamas,True
11724,SVG Air,,SVG,Grenadines,Saint Vincent and the Grenadines,True
11726,Air Century,,CEY,,Dominican Republic,True
11731,Pan Am World Airways Dominicana,PAWA Dominicana,\N,PAWA,Dominican Republic,True
11732,Primera Air,,\N,PRIMERA,Iceland,True
11741,Air Antilles Express,,\N,GREEN BIRD,Guadeloupe,True
11751,Sol Lineas Aereas,,OLS,FLIGHT SOL,Argentina,True
11755,Regional Paraguaya,,REP,REGIOPAR,Paraguay,True
11761,VIP Ecuador,,\N,,Ecuador,True
11762,Transportes Aereos Cielos Andinos,,NDN,ANDINOS,Peru,True
11763,Peruvian Airlines,,\N,,Peru,True
11765,EasyFly,,EFY,EASYFLY,Colombia,True
11767,Polar Airlines,,\N,,Russia,True
11794,Catovair,,\N,CATOVAIR,Mauritius,True
11795,Andalus Lineas Aereas,,ANU,Andalus,Spain,True
11798,Air 26,,DCD,DUCARD,Angola,True
11800,Mauritania Airways,,MTW,MAURITANIA AIRWAYS,Mauritania,True
11802,CEIBA Intercontinental,,CEL,CEIBA LINE,Equatorial Guinea,True
11804,Halcyonair,,\N,CREOLE,Cape Verde,True
11805,Business Aviation,,\N,AFRICAN BUSINESS,Congo (Kinshasa),True
11806,Compagnie Africaine d\\'Aviation,,\N,AFRICOMPANY,Congo (Kinshasa),True
11808,Zambia Skyways,,\N,ZAMBIA SKIES,Zambia,True
11811,AlMasria Universal Airlines,,LMU,ALMASRIA,Egypt,True
11813,EgyptAir Express,,MSE,EGYPTAIR EXPRESS,Egypt,True
11814,SmartLynx Airlines,,\N,,Latvia,True
11815,Air Italy Egypt,,EUD,,Egypt,True
11816,KoralBlue Airlines,,KBR,KORAL BLUE,Egypt,True
11820,Wind Rose Aviation,,WRC,WIND ROSE,Ukraine,True
11823,Elysian Airlines,,GIE,,Cameroon,True
11833,Sevenair,,SEN,SEVENAIR,Tunisia,True
11834,Hellenic Imperial Airways,,IMP,IMPERIAL,Greece,True
11836,Amsterdam Airlines,,AAN,AMSTEL,Netherlands,True
11838,Arik Niger,,NAK,,Niger,True
11839,Dana Air,,\N,DANACO,Nigeria,True
11840,STP Airways,,STP,SAOTOME AIRWAYS,Sao Tome and Principe,True
11843,Med Airways,,\N,FLYING CARPET,Lebanon,True
11850,Skyjet Airlines,,SJU,SKYJET,Uganda,True
11855,Air Volga,,\N,GOUMRAK,Russia,True
11856,Transavia Denmark,,TDK,,Denmark,True
11857,Royal Falcon,,RFJ,,Jordan,True
11873,Euroline,,MJX,GEO-LINE,Georgia,True
11922,Worldways,,WGC,,Canada,False
11943,Turkuaz Airlines,,TRK,TURKU,Turkey,True
11947,Athens Airways,,\N,ATHENSAIR,Greece,True
11948,Viking Hellas,,VKH,DELPHI,Greece,True
11949,Norlandair,,FNA,NORLAND,Iceland,True
11950,Flugfelag Vestmannaeyja,,FVM,ELEGANT,Iceland,True
11963,Starline.kz,,\N,ALUNK,Kazakhstan,True
11995,Euro Harmony,Euro Harmony ,EHM,,Portugal,False
12960,Lugansk Airlines,,\N,ENTERPRISE LUHANSK,Ukraine,True
12961,Gryphon Airlines,,\N,,United States,True
12962,Gadair European Airlines,,GDR,GADAIR,Spain,True
12965,Spirit of Manila Airlines,,MNP,MANILA SKY,Philippines,True
12975,Chongqing Airlines,,CQN,CHONG QING,China,True
12976,Grand China Air,,GDC,GRAND CHINA,China,True
12978,West Air China,,CHB,WEST CHINA,China,True
12990,Falcon Air (IH),,\N,,Sweden,False
12997,QatXpress,qatXpress,QAX,,Qatar,True
13076,OneChina,OneChina,1CH,,China,True
13088,NordStar Airlines,,\N,,Russia,True
13089,Joy Air,,JOY,JOY AIR,China,True
13105,Air India Regional,,\N,ALLIED,India,True
13106,MDLR Airlines,,\N,MDLR,India,True
