name,description,turbulence_category,designator,manufacturer,type,engine_count,engine_type
Long-EZ,L1P,L,LGEZ,RUTAN,LandPlane,1,Piston
Proteus,L2J,L,PRTS,RUTAN,LandPlane,2,Jet
Solitaire,L1P,L,SOLI,RUTAN,LandPlane,1,Piston
VariEze,L1P,L,VEZE,RUTAN,LandPlane,1,Piston
VariViggen,L1P,L,VVIG,RUTAN,LandPlane,1,Piston
27 VariViggen,L1P,L,VVIG,RUTAN,LandPlane,1,Piston
32 VariViggen,L1P,L,VVIG,RUTAN,LandPlane,1,Piston
348 White Knight Two,L4J,M,WHK2,RUTAN,LandPlane,4,Jet
White Knight Two,L4J,M,WHK2,RUTAN,LandPlane,4,Jet
339 Space Ship Two,L1R,M,SS2,RUTAN,LandPlane,1,Rocket
Space Ship Two,L1R,M,SS2,RUTAN,LandPlane,1,Rocket
L-17 Navion,L1P,L,NAVI,RYAN,LandPlane,1,Piston
Navion,L1P,L,NAVI,RYAN,LandPlane,1,Piston
PT-20,L1P,L,RYST,RYAN,LandPlane,1,Piston
PT-22 Recruit,L1P,L,PT22,RYAN,LandPlane,1,Piston
Recruit,L1P,L,PT22,RYAN,LandPlane,1,Piston
ST-3KR Recruit,L1P,L,PT22,RYAN,LandPlane,1,Piston
ST-A,L1P,L,RYST,RYAN,LandPlane,1,Piston
ST-M,L1P,L,RYST,RYAN,LandPlane,1,Piston
ST-R,L1P,L,RYST,RYAN,LandPlane,1,Piston
Super Navion,L1P,L,NAVI,RYAN,LandPlane,1,Piston
U-18 Navion,L1P,L,NAVI,RYAN,LandPlane,1,Piston
YPT-16,L1P,L,RYST,RYAN,LandPlane,1,Piston
29,L1J,M,SB29,SAAB,LandPlane,1,Jet
32 Lansen,L1J,M,SB32,SAAB,LandPlane,1,Jet
35 Draken,L1J,M,SB35,SAAB,LandPlane,1,Jet
37 Viggen,L1J,M,SB37,SAAB,LandPlane,1,Jet
39 Gripen,L1J,M,SB39,SAAB,LandPlane,1,Jet
91 Safir,L1P,L,SB91,SAAB,LandPlane,1,Piston
105,L2J,L,SB05,SAAB,LandPlane,2,Jet
340,L2T,M,SF34,SAAB,LandPlane,2,Turboprop/Turboshaft
2000,L2T,M,SB20,SAAB,LandPlane,2,Turboprop/Turboshaft
AJ37 Viggen,L1J,M,SB37,SAAB,LandPlane,1,Jet
AJS37 Viggen,L1J,M,SB37,SAAB,LandPlane,1,Jet
Argus,L2T,M,SF34,SAAB,LandPlane,2,Turboprop/Turboshaft
Draken,L1J,M,SB35,SAAB,LandPlane,1,Jet
F-35 Draken,L1J,M,SB35,SAAB,LandPlane,1,Jet
Gripen,L1J,M,SB39,SAAB,LandPlane,1,Jet
J29,L1J,M,SB29,SAAB,LandPlane,1,Jet
J32 Lansen,L1J,M,SB32,SAAB,LandPlane,1,Jet
J35 Draken,L1J,M,SB35,SAAB,LandPlane,1,Jet
JA37 Viggen,L1J,M,SB37,SAAB,LandPlane,1,Jet
JAS39 Gripen,L1J,M,SB39,SAAB,LandPlane,1,Jet
Lansen,L1J,M,SB32,SAAB,LandPlane,1,Jet
MFI-15 Safari,L1P,L,MF17,SAAB,LandPlane,1,Piston
MFI-17 Supporter,L1P,L,MF17,SAAB,LandPlane,1,Piston
OS100,L2T,M,SF34,SAAB,LandPlane,2,Turboprop/Turboshaft
RF-35 Draken,L1J,M,SB35,SAAB,LandPlane,1,Jet
S100 Argus,L2T,M,SF34,SAAB,LandPlane,2,Turboprop/Turboshaft
Safari,L1P,L,MF17,SAAB,LandPlane,1,Piston
Safir,L1P,L,SB91,SAAB,LandPlane,1,Piston
SF37 Viggen,L1J,M,SB37,SAAB,LandPlane,1,Jet
SH37 Viggen,L1J,M,SB37,SAAB,LandPlane,1,Jet
Sk35 Draken,L1J,M,SB35,SAAB,LandPlane,1,Jet
Sk37 Viggen,L1J,M,SB37,SAAB,LandPlane,1,Jet
Sk50 Safir,L1P,L,SB91,SAAB,LandPlane,1,Piston
Sk60,L2J,L,SB05,SAAB,LandPlane,2,Jet
Supporter,L1P,L,MF17,SAAB,LandPlane,1,Piston
T-17 Supporter,L1P,L,MF17,SAAB,LandPlane,1,Piston
TF-35 Draken,L1J,M,SB35,SAAB,LandPlane,1,Jet
Tp100,L2T,M,SF34,SAAB,LandPlane,2,Turboprop/Turboshaft
Viggen,L1J,M,SB37,SAAB,LandPlane,1,Jet
SF-340,L2T,M,SF34,SAAB-FAIRCHILD,LandPlane,2,Turboprop/Turboshaft
Cuauhtemoc,L1P,L,M4,SAASA,LandPlane,1,Piston
M-1 Cuauhtemoc,L1P,L,M4,SAASA,LandPlane,1,Piston
A-109,H2T,L,A109,SABCA,Helicopter,2,Turboprop/Turboshaft
Alpha Jet,L2J,M,AJET,SABCA,LandPlane,2,Jet
F-16 Fighting Falcon,L1J,M,F16,SABCA,LandPlane,1,Jet
Fighting Falcon,L1J,M,F16,SABCA,LandPlane,1,Jet
A-22 Piranha,L1P,L,A22,SADLER,LandPlane,1,Piston
Piranha,L1P,L,A22,SADLER,LandPlane,1,Piston
Vampire,L1P,L,SAVA,SADLER,LandPlane,1,Piston
01,L1P,L,PA18,SAFAT,LandPlane,1,Piston
02,H1P,L,ZA6,SAFAT,Helicopter,1,Piston
03,L1P,L,UT75,SAFAT,LandPlane,1,Piston
S-15 Patroller,L1P,L,S15U,SAFRAN,LandPlane,1,Piston
Patroller,L1P,L,S15U,SAFRAN,LandPlane,1,Piston
Kupe,L1P,L,KZ2,SAI (1),LandPlane,1,Piston
KZ-2 Kupe,L1P,L,KZ2,SAI (1),LandPlane,1,Piston
KZ-2 Traener,L1P,L,KZ2,SAI (1),LandPlane,1,Piston
KZ-3,L1P,L,KZ3,SAI (1),LandPlane,1,Piston
KZ-4,L2P,L,KZ4,SAI (1),LandPlane,2,Piston
KZ-7 Laerke,L1P,L,KZ7,SAI (1),LandPlane,1,Piston
KZ-8,L1P,L,KZ8,SAI (1),LandPlane,1,Piston
Laerke,L1P,L,KZ7,SAI (1),LandPlane,1,Piston
Traener,L1P,L,KZ2,SAI (1),LandPlane,1,Piston
G-97 Spotter,L1P,L,G97,SAI (2),LandPlane,1,Piston
Spotter,L1P,L,G97,SAI (2),LandPlane,1,Piston
Raz-Mut,L1P,L,RAZM,SAINT GERMAIN,LandPlane,1,Piston
Skyhopper,L1P,L,SHOP,SALVAY-STARK,LandPlane,1,Piston
Sam,L1P,L,SAM,SAM AIRCRAFT,LandPlane,1,Piston
F-16 Fighting Falcon,L1J,M,F16,SAMSUNG,LandPlane,1,Jet
Fighting Falcon,L1J,M,F16,SAMSUNG,LandPlane,1,Jet
Abeille,L1P,L,D140,SAN,LandPlane,1,Piston
Ambassadeur,L1P,L,DR10,SAN,LandPlane,1,Piston
D-112,L1P,L,D11,SAN,LandPlane,1,Piston
D-117,L1P,L,D11,SAN,LandPlane,1,Piston
D-140 Abeille,L1P,L,D140,SAN,LandPlane,1,Piston
D-140 Mousquetaire,L1P,L,D140,SAN,LandPlane,1,Piston
D-150 Mascaret,L1P,L,D150,SAN,LandPlane,1,Piston
DR-100 Ambassadeur,L1P,L,DR10,SAN,LandPlane,1,Piston
DR-105 Ambassadeur,L1P,L,DR10,SAN,LandPlane,1,Piston
DR-1050 Ambassadeur,L1P,L,DR10,SAN,LandPlane,1,Piston
DR-1050 Excellence,L1P,L,DR10,SAN,LandPlane,1,Piston
DR-1051 Ambassadeur,L1P,L,DR10,SAN,LandPlane,1,Piston
DR-1051 Excellence,L1P,L,DR10,SAN,LandPlane,1,Piston
Excellence,L1P,L,DR10,SAN,LandPlane,1,Piston
Mascaret,L1P,L,D150,SAN,LandPlane,1,Piston
Mousquetaire,L1P,L,D140,SAN,LandPlane,1,Piston
Fokker Dr-1,L1P,L,DR1,SANDS,LandPlane,1,Piston
FU-24,L1P,L,FU24,SARGENT-FLETCHER,LandPlane,1,Piston
A-300ST Beluga,L2J,H,A3ST,SATIC,LandPlane,2,Jet
A-300ST Super Transporter,L2J,H,A3ST,SATIC,LandPlane,2,Jet
Beluga,L2J,H,A3ST,SATIC,LandPlane,2,Jet
Super Transporter,L2J,H,A3ST,SATIC,LandPlane,2,Jet
J-3 Cub,L1P,L,J3,SATURN-AVIA,LandPlane,1,Piston
Cub,L1P,L,J3,SATURN-AVIA,LandPlane,1,Piston
R-02 Robert,S1P,L,R2,SAU,SeaPlane,1,Piston
Robert,S1P,L,R2,SAU,SeaPlane,1,Piston
ADV-01 Papango,L1P,L,PAGO,SAUPER,LandPlane,1,Piston
J-300 Joker,L1P,L,J300,SAUPER,LandPlane,1,Piston
Joker,L1P,L,J300,SAUPER,LandPlane,1,Piston
Papango,L1P,L,PAGO,SAUPER,LandPlane,1,Piston
P-6E Replica,L1P,L,SP6E,SAUSER,LandPlane,1,Piston
151 Ares,L1J,L,ARES,SCALED,LandPlane,1,Jet
281 Proteus,L2J,L,PRTS,SCALED,LandPlane,2,Jet
Ares,L1J,L,ARES,SCALED,LandPlane,1,Jet
Proteus,L2J,L,PRTS,SCALED,LandPlane,2,Jet
TAA-1,L1P,L,TAA1,SCALED,LandPlane,1,Piston
348 White Knight Two,L4J,M,WHK2,SCALED,LandPlane,4,Jet
White Knight Two,L4J,M,WHK2,SCALED,LandPlane,4,Jet
Space Ship Two,L1R,M,SS2,SCALED,LandPlane,1,Rocket
339 Space Ship Two,L1R,M,SS2,SCALED,LandPlane,1,Rocket
400 Swift,L1J,L,SWFT,SCALED,LandPlane,1,Jet
Swift,L1J,L,SWFT,SCALED,LandPlane,1,Jet
401 Sierra,L1J,L,S401,SCALED,LandPlane,1,Jet
Sierra,L1J,L,S401,SCALED,LandPlane,1,Jet
355 Firebird,L1P,L,S355,SCALED,LandPlane,1,Piston
Firebird,L1P,L,S355,SCALED,LandPlane,1,Piston
351 Stratolaunch,L6J,H,SLCH,SCALED,LandPlane,6,Jet
Stratolaunch,L6J,H,SLCH,SCALED,LandPlane,6,Jet
SCAN-30,A2P,L,G44,SCAN,Amphibian,2,Piston
CP-301 Emeraude,L1P,L,CP30,SCANOR,LandPlane,1,Piston
Emeraude,L1P,L,CP30,SCANOR,LandPlane,1,Piston
DHC-6 Vistaliner,L2T,L,DHC6,SCENIC,LandPlane,2,Turboprop/Turboshaft
Turbo Star 402,L2T,L,C02T,SCENIC,LandPlane,2,Turboprop/Turboshaft
Turbo Star 414,L2T,L,C14T,SCENIC,LandPlane,2,Turboprop/Turboshaft
Vistaliner,L2T,L,DHC6,SCENIC,LandPlane,2,Turboprop/Turboshaft
Comanchero 500,L2T,L,PAT4,SCHAFER,LandPlane,2,Turboprop/Turboshaft
Comanchero 620,L2T,L,PAY2,SCHAFER,LandPlane,2,Turboprop/Turboshaft
DC-3-65TP,L2T,M,DC3T,SCHAFER,LandPlane,2,Turboprop/Turboshaft
Falke,L1P,L,SF25,SCHEIBE,LandPlane,1,Piston
Motorspatz,L1P,L,SF24,SCHEIBE,LandPlane,1,Piston
Rotax Falke,L1P,L,SF25,SCHEIBE,LandPlane,1,Piston
SF-23 Sperling,L1P,L,SF23,SCHEIBE,LandPlane,1,Piston
SF-24 Motorspatz,L1P,L,SF24,SCHEIBE,LandPlane,1,Piston
SF-25 Falke,L1P,L,SF25,SCHEIBE,LandPlane,1,Piston
SF-25 Rotax Falke,L1P,L,SF25,SCHEIBE,LandPlane,1,Piston
SF-25 Super Falke,L1P,L,SF25,SCHEIBE,LandPlane,1,Piston
SF-25 Superschlepper,L1P,L,SF25,SCHEIBE,LandPlane,1,Piston
SF-27M,L1P,L,SF27,SCHEIBE,LandPlane,1,Piston
SF-28 Tandem Falke,L1P,L,SF28,SCHEIBE,LandPlane,1,Piston
SF-32,L1P,L,SF32,SCHEIBE,LandPlane,1,Piston
SF-35,L1P,L,SF35,SCHEIBE,LandPlane,1,Piston
SF-36,L1P,L,SF36,SCHEIBE,LandPlane,1,Piston
Sperling,L1P,L,SF23,SCHEIBE,LandPlane,1,Piston
Super Falke,L1P,L,SF25,SCHEIBE,LandPlane,1,Piston
Superschlepper,L1P,L,SF25,SCHEIBE,LandPlane,1,Piston
Tandem Falke,L1P,L,SF28,SCHEIBE,LandPlane,1,Piston
SF-25 Turbo Falke,L1P,L,SF25,SCHEIBE,LandPlane,1,Piston
Turbo Falke,L1P,L,SF25,SCHEIBE,LandPlane,1,Piston
Discus 2T,L1P,L,DISC,SCHEMPP-HIRTH,LandPlane,1,Piston
Discus 2CT,L1P,L,DISC,SCHEMPP-HIRTH,LandPlane,1,Piston
Nimbus 4DLM,L1P,L,NIMB,SCHEMPP-HIRTH,LandPlane,1,Piston
Nimbus 4DLT,L1P,L,NIMB,SCHEMPP-HIRTH,LandPlane,1,Piston
Arcus T,L1P,L,ARCP,SCHEMPP-HIRTH,LandPlane,1,Piston
Arcus M,L1P,L,ARCP,SCHEMPP-HIRTH,LandPlane,1,Piston
Arcus E,L1E,L,ARCE,SCHEMPP-HIRTH,LandPlane,1,Electric
Duo Discus XT,L1P,L,DUOD,SCHEMPP-HIRTH,LandPlane,1,Piston
Duo Discus XLT,L1P,L,DUOD,SCHEMPP-HIRTH,LandPlane,1,Piston
Ventus bT,L1P,L,VENT,SCHEMPP-HIRTH,LandPlane,1,Piston
Ventus cM,L1P,L,VENT,SCHEMPP-HIRTH,LandPlane,1,Piston
Ventus cT,L1P,L,VENT,SCHEMPP-HIRTH,LandPlane,1,Piston
Ventus 2cM,L1P,L,VENT,SCHEMPP-HIRTH,LandPlane,1,Piston
Ventus 2cT,L1P,L,VENT,SCHEMPP-HIRTH,LandPlane,1,Piston
Ventus 2cxM,L1P,L,VENT,SCHEMPP-HIRTH,LandPlane,1,Piston
Ventus 2cxT,L1P,L,VENT,SCHEMPP-HIRTH,LandPlane,1,Piston
Ventus 3M,L1P,L,VENT,SCHEMPP-HIRTH,LandPlane,1,Piston
Ventus 3T,L1P,L,VENT,SCHEMPP-HIRTH,LandPlane,1,Piston
Ventus 3F,L1E,L,VNTE,SCHEMPP-HIRTH,LandPlane,1,Electric
Quintus,L1P,L,QINT,SCHEMPP-HIRTH,LandPlane,1,Piston
Discus BM,L1P,L,DISC,SCHEMPP-HIRTH,LandPlane,1,Piston
Discus BT,L1P,L,DISC,SCHEMPP-HIRTH,LandPlane,1,Piston
Janus BM,L1P,L,JANU,SCHEMPP-HIRTH,LandPlane,1,Piston
Janus CM,L1P,L,JANU,SCHEMPP-HIRTH,LandPlane,1,Piston
Janus CT,L1P,L,JANU,SCHEMPP-HIRTH,LandPlane,1,Piston
Nimbus 2M,L1P,L,NIMB,SCHEMPP-HIRTH,LandPlane,1,Piston
Nimbus 3DM,L1P,L,NIMB,SCHEMPP-HIRTH,LandPlane,1,Piston
Nimbus 3DT,L1P,L,NIMB,SCHEMPP-HIRTH,LandPlane,1,Piston
Nimbus 3T,L1P,L,NIMB,SCHEMPP-HIRTH,LandPlane,1,Piston
Nimbus 4DM,L1P,L,NIMB,SCHEMPP-HIRTH,LandPlane,1,Piston
Nimbus 4DT,L1P,L,NIMB,SCHEMPP-HIRTH,LandPlane,1,Piston
Nimbus 4M,L1P,L,NIMB,SCHEMPP-HIRTH,LandPlane,1,Piston
Nimbus 4T,L1P,L,NIMB,SCHEMPP-HIRTH,LandPlane,1,Piston
Duo Discus T,L1P,L,DUOD,SCHEMPP-HIRTH,LandPlane,1,Piston
ASH-25E,L1P,L,AS25,SCHLEICHER,LandPlane,1,Piston
ASH-25M,L1P,L,AS25,SCHLEICHER,LandPlane,1,Piston
ASH-25Mi,L1P,L,AS25,SCHLEICHER,LandPlane,1,Piston
ASH-25SL,L1P,L,AS25,SCHLEICHER,LandPlane,1,Piston
ASH-26E,L1P,L,AS26,SCHLEICHER,LandPlane,1,Piston
ASK-14,L1P,L,AS14,SCHLEICHER,LandPlane,1,Piston
ASK-16,L1P,L,AS16,SCHLEICHER,LandPlane,1,Piston
ASK-21Mi,L1P,L,AS21,SCHLEICHER,LandPlane,1,Piston
ASW-20TOP,L1P,L,AS20,SCHLEICHER,LandPlane,1,Piston
ASW-22BE,L1P,L,AS22,SCHLEICHER,LandPlane,1,Piston
ASW-22BLE,L1P,L,AS22,SCHLEICHER,LandPlane,1,Piston
ASW-22M,L1P,L,AS22,SCHLEICHER,LandPlane,1,Piston
ASW-24E,L1P,L,AS24,SCHLEICHER,LandPlane,1,Piston
ASW-24TOP,L1P,L,AS24,SCHLEICHER,LandPlane,1,Piston
ASW-28E,L1P,L,AS28,SCHLEICHER,LandPlane,1,Piston
AS-33Es,L1P,L,A33P,SCHLEICHER,LandPlane,1,Piston
AS-33Me,L1E,L,A33E,SCHLEICHER,LandPlane,1,Electric
ASG-29E,L1P,L,AS29,SCHLEICHER,LandPlane,1,Piston
ASG-32EL,L1E,L,A32E,SCHLEICHER,LandPlane,1,Electric
ASG-32Mi,L1P,L,A32P,SCHLEICHER,LandPlane,1,Piston
ASG-29Es,L1P,L,AS29,SCHLEICHER,LandPlane,1,Piston
AS-34Me,L1E,L,A34E,SCHLEICHER,LandPlane,1,Electric
ASW-20J,L1J,L,A20J,SCHLEICHER,LandPlane,1,Jet
ASH-31Mi,L1P,L,AS31,SCHLEICHER,LandPlane,1,Piston
ASW-27-18E,L1P,L,AS29,SCHLEICHER,LandPlane,1,Piston
ASH-30Mi,L1P,L,AS30,SCHLEICHER,LandPlane,1,Piston
RU-38A Twin Condor,L2P,L,SA38,SCHWEIZER,LandPlane,2,Piston
Twin Condor (turbine),L2T,L,SA8T,SCHWEIZER,LandPlane,2,Turboprop/Turboshaft
RU-38B Twin Condor,L2T,L,SA8T,SCHWEIZER,LandPlane,2,Turboprop/Turboshaft
SA-2-38B Twin Condor,L2T,L,SA8T,SCHWEIZER,LandPlane,2,Turboprop/Turboshaft
269,H1P,L,H269,SCHWEIZER,Helicopter,1,Piston
269A,H1P,L,H269,SCHWEIZER,Helicopter,1,Piston
269B,H1P,L,H269,SCHWEIZER,Helicopter,1,Piston
269C,H1P,L,H269,SCHWEIZER,Helicopter,1,Piston
269C Sky Knight,H1P,L,H269,SCHWEIZER,Helicopter,1,Piston
269D 330,H1T,L,S330,SCHWEIZER,Helicopter,1,Turboprop/Turboshaft
269D 333,H1T,L,S330,SCHWEIZER,Helicopter,1,Turboprop/Turboshaft
300,H1P,L,H269,SCHWEIZER,Helicopter,1,Piston
300 Sky Knight,H1P,L,H269,SCHWEIZER,Helicopter,1,Piston
330,H1T,L,S330,SCHWEIZER,Helicopter,1,Turboprop/Turboshaft
333,H1T,L,S330,SCHWEIZER,Helicopter,1,Turboprop/Turboshaft
Ag-Cat,L1P,L,G164,SCHWEIZER,LandPlane,1,Piston
Ag-Cat Turbine,L1T,L,G64T,SCHWEIZER,LandPlane,1,Turboprop/Turboshaft
Condor,L1P,L,SA37,SCHWEIZER,LandPlane,1,Piston
G-164 Ag-Cat,L1P,L,G164,SCHWEIZER,LandPlane,1,Piston
G-164 Ag-Cat Turbine,L1T,L,G64T,SCHWEIZER,LandPlane,1,Turboprop/Turboshaft
G-164 Super Ag-Cat,L1P,L,G164,SCHWEIZER,LandPlane,1,Piston
G-164 Turbo Ag-Cat,L1T,L,G64T,SCHWEIZER,LandPlane,1,Turboprop/Turboshaft
Hkp5,H1P,L,H269,SCHWEIZER,Helicopter,1,Piston
Osage,H1P,L,H269,SCHWEIZER,Helicopter,1,Piston
RG-8 Condor,L1P,L,SA37,SCHWEIZER,LandPlane,1,Piston
SA-2-38A Twin Condor,L2P,L,SA38,SCHWEIZER,LandPlane,2,Piston
SGM-2-37,L1P,L,SG37,SCHWEIZER,LandPlane,1,Piston
Sky Knight,H1P,L,H269,SCHWEIZER,Helicopter,1,Piston
Super Ag-Cat,L1P,L,G164,SCHWEIZER,LandPlane,1,Piston
Teal,A1P,L,TEAL,SCHWEIZER,Amphibian,1,Piston
TG-7,L1P,L,SG37,SCHWEIZER,LandPlane,1,Piston
TH-55 Osage,H1P,L,H269,SCHWEIZER,Helicopter,1,Piston
TH-300,H1P,L,H269,SCHWEIZER,Helicopter,1,Piston
TSC-1 Teal,A1P,L,TEAL,SCHWEIZER,Amphibian,1,Piston
Turbo Ag-Cat,L1T,L,G64T,SCHWEIZER,LandPlane,1,Turboprop/Turboshaft
SA-2-37 Condor,L1P,L,SA37,SCHWEIZER,LandPlane,1,Piston
Twin Condor (piston),L2P,L,SA38,SCHWEIZER,LandPlane,2,Piston
CP-1310 Super Emeraude,L1P,L,CP13,SCINTEX,LandPlane,1,Piston
CP-1315 Super Emeraude,L1P,L,CP13,SCINTEX,LandPlane,1,Piston
CP-1330 Super Emeraude,L1P,L,CP13,SCINTEX,LandPlane,1,Piston
Emeraude,L1P,L,CP30,SCINTEX,LandPlane,1,Piston
ML-250 Rubis,L1P,L,RUBI,SCINTEX,LandPlane,1,Piston
Rubis,L1P,L,RUBI,SCINTEX,LandPlane,1,Piston
Super Emeraude,L1P,L,CP13,SCINTEX,LandPlane,1,Piston
CP-301 Emeraude,L1P,L,CP30,SCINTEX,LandPlane,1,Piston
CP-315 Emeraude,L1P,L,CP30,SCINTEX,LandPlane,1,Piston
Super Petrel,A1P,L,PETR,SCODA,Amphibian,1,Piston
Bulldog,L1P,L,BDOG,SCOTTISH AVIATION,LandPlane,1,Piston
Fpl61,L1P,L,BDOG,SCOTTISH AVIATION,LandPlane,1,Piston
SA-3 Bulldog,L1P,L,BDOG,SCOTTISH AVIATION,LandPlane,1,Piston
Sk61,L1P,L,BDOG,SCOTTISH AVIATION,LandPlane,1,Piston
Twin Pioneer,L2P,L,TPIN,SCOTTISH AVIATION,LandPlane,2,Piston
101,L1P,L,SCW1,SCWAL,LandPlane,1,Piston
SB-7 Seeker,L1P,L,SB7,SEABIRD,LandPlane,1,Piston
Seeker,L1P,L,SB7,SEABIRD,LandPlane,1,Piston
Yamamah J430,L1P,L,JAB4,SEABIRD,LandPlane,1,Piston
Shearwater,A1P,L,SHEA,SEAFLIGHT,Amphibian,1,Piston
Seawind,A1P,L,SEAW,SEAWIND,Amphibian,1,Piston
Turbine Seawind,A1T,L,SEAT,SEAWIND,Amphibian,1,Turboprop/Turboshaft
Geronimo,L2P,L,PA23,SEGUIN,LandPlane,2,Piston
Princess,L2P,L,PA34,SEGUIN,LandPlane,2,Piston
Falco,L1P,L,FLCO,SELEX ES,LandPlane,1,Piston
Falco,L1P,L,FLCO,SELEX GALILEO,LandPlane,1,Piston
Jaguar,L2J,M,JAGR,SEPECAT,LandPlane,2,Jet
Shamsher,L2J,M,JAGR,SEPECAT,LandPlane,2,Jet
F-8L Falco,L1P,L,F8L,SEQUOIA,LandPlane,1,Piston
Falco,L1P,L,F8L,SEQUOIA,LandPlane,1,Piston
Ag-Cat-Leo,L1P,L,G164,SERV-AERO,LandPlane,1,Piston
G-164 Ag-Cat-Leo,L1P,L,G164,SERV-AERO,LandPlane,1,Piston
S-2 Thrush (piston conversions),L1P,L,SS2P,SERV-AERO,LandPlane,1,Piston
S-2 Thrush (turboprop conversions),L1T,L,SS2T,SERV-AERO,LandPlane,1,Turboprop/Turboshaft
Thrush (piston conversions),L1P,L,SS2P,SERV-AERO,LandPlane,1,Piston
Thrush (turboprop conversions),L1T,L,SS2T,SERV-AERO,LandPlane,1,Turboprop/Turboshaft
Aerocraft,L1P,L,SERA,SERVOPLANT,LandPlane,1,Piston
AS-532 Cougar,H2T,M,AS32,SF,Helicopter,2,Turboprop/Turboshaft
Cougar,H2T,M,AS32,SF,Helicopter,2,Turboprop/Turboshaft
FA-18 Hornet,L2J,M,F18H,SF,LandPlane,2,Jet
Hornet,L2J,M,F18H,SF,LandPlane,2,Jet
Rally,L1P,L,SGRA,SG AVIATION,LandPlane,1,Piston
Sea Storm,A1P,L,SSTM,SG AVIATION,Amphibian,1,Piston
Storm,L1P,L,STRM,SG AVIATION,LandPlane,1,Piston
Kapitan,S2P,L,S400,SGAU,SeaPlane,2,Piston
S-202,A2P,L,S202,SGAU,Amphibian,2,Piston
S-400 Kapitan,S2P,L,S400,SGAU,SeaPlane,2,Piston
Yastreb,L1P,L,YAST,SGAU,LandPlane,1,Piston
Y-8,L4T,M,AN12,SHAANXI,LandPlane,4,Turboprop/Turboshaft
Aeropony,L1P,L,BU81,SHADIN,LandPlane,1,Piston
S-10 Aeropony,L1P,L,BU81,SHADIN,LandPlane,1,Piston
MD-82,L2J,M,MD82,SHANGHAI,LandPlane,2,Jet
MD-83,L2J,M,MD83,SHANGHAI,LandPlane,2,Jet
MD-90,L2J,M,MD90,SHANGHAI,LandPlane,2,Jet
Shen 2,H1P,L,H269,SHANGHAI SIKORSKY,Helicopter,1,Piston
Shen 3,H1P,L,H269,SHANGHAI SIKORSKY,Helicopter,1,Piston
Shen 4,H1T,L,S330,SHANGHAI SIKORSKY,Helicopter,1,Turboprop/Turboshaft
Shark,L1P,L,SHRK,SHARK AERO,LandPlane,1,Piston
Shark,L2P,L,SASH,SHARK AIRCRAFT,LandPlane,2,Piston
JZ-8F,L2J,M,J8B,SHENYANG,LandPlane,2,Jet
J-15,L2J,M,SU27,SHENYANG,LandPlane,2,Jet
J-16,L2J,M,SU27,SHENYANG,LandPlane,2,Jet
F-5,L1J,L,MG17,SHENYANG,LandPlane,1,Jet
F-6,L2J,M,MG19,SHENYANG,LandPlane,2,Jet
FT-5,L1J,L,MG17,SHENYANG,LandPlane,1,Jet
J-5,L1J,L,MG17,SHENYANG,LandPlane,1,Jet
J-6,L2J,M,MG19,SHENYANG,LandPlane,2,Jet
J-11,L2J,M,SU27,SHENYANG,LandPlane,2,Jet
JJ-5,L1J,L,MG17,SHENYANG,LandPlane,1,Jet
JJ-6,L2J,M,MG19,SHENYANG,LandPlane,2,Jet
JZ-6,L2J,M,MG19,SHENYANG,LandPlane,2,Jet
JZ-8,L2J,M,J8A,SHENYANG,LandPlane,2,Jet
J-8A,L2J,M,J8A,SHENYANG,LandPlane,2,Jet
J-8E,L2J,M,J8A,SHENYANG,LandPlane,2,Jet
F-8T,L2J,M,J8B,SHENYANG,LandPlane,2,Jet
J-8B,L2J,M,J8B,SHENYANG,LandPlane,2,Jet
J-8D,L2J,M,J8B,SHENYANG,LandPlane,2,Jet
J-8F,L2J,M,J8B,SHENYANG,LandPlane,2,Jet
J-8H,L2J,M,J8B,SHENYANG,LandPlane,2,Jet
J-8T,L2J,M,J8B,SHENYANG,LandPlane,2,Jet
162 Skycatcher,L1P,L,C162,SHENYANG,LandPlane,1,Piston
Skycatcher,L1P,L,C162,SHENYANG,LandPlane,1,Piston
HU-1 Seagull,L1P,L,HU1,SHENYANG SAILPLANE,LandPlane,1,Piston
HU-2 Petrel,L1P,L,HU2,SHENYANG SAILPLANE,LandPlane,1,Piston
Petrel,L1P,L,HU2,SHENYANG SAILPLANE,LandPlane,1,Piston
Seagull,L1P,L,HU1,SHENYANG SAILPLANE,LandPlane,1,Piston
Sherpa,L1P,L,SHER,SHERPA,LandPlane,1,Piston
Sherpa C-400,L1P,L,SHER,SHERPA,LandPlane,1,Piston
Sherpa K-650T,L1T,L,SHRT,SHERPA,LandPlane,1,Turboprop/Turboshaft
LE-500 Little Eagle,L1P,L,TB20,SHIJIAZHUANG,LandPlane,1,Piston
LE-500 Xiaoying,L1P,L,TB20,SHIJIAZHUANG,LandPlane,1,Piston
Little Eagle,L1P,L,TB20,SHIJIAZHUANG,LandPlane,1,Piston
Xiaoying,L1P,L,TB20,SHIJIAZHUANG,LandPlane,1,Piston
Y-5,L1P,L,AN2,SHIJIAZHUANG,LandPlane,1,Piston
US-2,A4T,M,US2,SHINMAYWA,Amphibian,4,Turboprop/Turboshaft
2150,L1P,L,MOR2,SHINN,LandPlane,1,Piston
330,L2T,M,SH33,SHORT,LandPlane,2,Turboprop/Turboshaft
360,L2T,M,SH36,SHORT,LandPlane,2,Turboprop/Turboshaft
